GeneID	logFC	logCPM	F	PValue	FDR
56001	-2.90467465407658	-2.57220294229036	74.6866215958342	4.86061894681267e-12	9.94482636517872e-08
6543	-3.39540780755891	0.683104344901833	48.1455462563074	6.8006810717034e-10	6.95709673635258e-06
100422933	-2.12872186947171	-2.60319034546278	33.206520098975	2.78433863451635e-07	0.00189891894874015
100616407	-2.11805197805739	-2.60778414586579	31.7570347899209	1.01857456098502e-06	0.00521000887943838
6487	0.60081629775309	3.5771584954541	26.8811620310389	1.27447477417946e-06	0.00521515077594234
23117	0.576004857505638	3.97556750621934	25.099100372792	2.61703609395707e-06	0.00765457985773495
50831	0.764747372471011	1.44218426003246	25.0973813382647	2.61886896403444e-06	0.00765457985773495
644943	-2.31179921127036	-2.31452835598876	23.9679236764662	4.15922813309335e-06	0.0106372259503862
51281	0.473389605006847	4.85857487300617	22.3747881040289	8.05944440810545e-06	0.0178421074208192
2550	0.575531227918106	5.16285393844986	22.163165026543	8.80688607448001e-06	0.0178421074208192
23150	-0.706166466288501	5.59020577037968	22.0678790553875	9.59253087140818e-06	0.0178421074208192
23331	0.64092764555557	2.8571593944983	21.0706880623963	1.39645476656716e-05	0.0238095537699701
170062	-2.11430970534194	-2.40978056816917	20.3005801766142	1.9389164506925e-05	0.0305155619855142
8560	-0.391146513994935	5.5367480419702	20.0246903837093	2.18227908900481e-05	0.0318924501150275
415116	-0.686016709030416	6.46531881989239	19.7357326661488	2.57460649448214e-05	0.0335565679150602
441250	0.416375967497737	3.52805012033756	19.5643866121307	2.66030832584215e-05	0.0335565679150602
729330	-2.07461383200645	-2.66544731405471	24.0679507936723	2.78818012979484e-05	0.0335565679150602
728888	0.781454037520035	2.60709375431774	18.9717390613708	3.43821239968327e-05	0.0390810142763999
574490	-1.85209734342808	-2.59808310864058	21.4731315612963	3.93360003419253e-05	0.0405893912389496
79096	0.357586622928696	3.65250804604149	18.6425165976382	3.96768242804982e-05	0.0405893912389496
83759	0.377014699189791	4.09546164054696	18.2955347310977	4.61687203338104e-05	0.0448349861601526
5008	-0.990709355762409	3.45939858772833	18.310315484259	4.82096625377985e-05	0.0448349861601526
8379	0.539518280892776	2.84267216452563	17.8224185962762	5.68203509548956e-05	0.0505454078494419
50486	-1.58099874498206	4.17235578359203	17.604311513184	6.68049683628747e-05	0.0550672775191679
79813	0.326427268418242	6.73021915181757	17.4390107996973	6.72865072326099e-05	0.0550672775191679
139741	-2.01747688703606	-2.29983462561846	17.3252330183619	7.07587523626912e-05	0.055681695128487
23293	0.34066487808249	5.79111322756786	17.1701713940855	7.57893880426907e-05	0.0568784041841623
6366	4.5242191684668	0.585137976601421	17.1297346745252	8.1821162924912e-05	0.0568784041841623
8295	0.327373167158164	7.42108073763407	16.97000661066	8.28311452236684e-05	0.0568784041841623
213	2.4755741786268	0.38685957463	16.983829126274	8.51780640572834e-05	0.0568784041841623
56252	0.38666444582461	7.46935042071886	16.8808821012856	8.61794002790339e-05	0.0568784041841623
7357	-0.86924029840041	5.98959515047721	16.8177538012833	9.33402219970998e-05	0.0590982422682656
100130274	-1.88815858126946	-2.37981938657947	16.6148454794025	9.702500454446e-05	0.0590982422682656
494333	-1.87257563326281	-2.59144307403353	18.011148366854	0.000100909607143007	0.0590982422682656
100507608	-1.80652579625766	-2.68487512366632	19.8453694588377	0.0001010966998724	0.0590982422682656
100287144	-1.79836251510765	-2.68512818098861	19.6275046085762	0.000108383036865889	0.0603454931418805
340260	-1.84436220613684	-2.51985416646202	16.2696793370292	0.000113219665862319	0.0603454931418805
64788	0.539410839169213	3.72980386995491	16.2566557769141	0.00011388244743403	0.0603454931418805
127687	-0.4533668355352	2.43368297987218	16.2343270525181	0.000115028066106224	0.0603454931418805
57348	0.485446893597499	2.63522712523341	16.055239904743	0.000124655623666725	0.0617577314552672
79042	-0.500482661012066	5.94312052832771	16.0539643078974	0.000125703434811528	0.0617577314552672
23621	0.451268996574871	2.81643791549332	15.9788199539739	0.000129012292219199	0.0617577314552672
5892	0.452636220108683	3.56156339403642	15.9653913344829	0.000129793863762292	0.0617577314552672
8530	-0.966979710433333	7.33485572135265	16.0066193219374	0.000133916143742764	0.0619143570585452
84640	-0.257182648643458	5.69559809909944	15.8186665883606	0.000138657305970829	0.0619143570585452
100287364	-1.55022588183411	-2.69594667918736	20.0734285049384	0.000139201389281187	0.0619143570585452
574475	-1.74633821018158	-2.68678525028677	18.6821973065263	0.000147158218059281	0.0627811023274516
9992	2.44284044742228	-2.34941607237039	15.6847899578119	0.000147287043583464	0.0627811023274516
3073	0.372121430272921	4.38841130109617	15.5894891598922	0.000153764890488634	0.0636918344000583
10984	0.279153247113264	7.75196277575594	15.5419033453718	0.000157108299208878	0.0636918344000583
6311	0.193003391739232	6.68428418225382	15.5173147336627	0.000158865092634181	0.0636918344000583
406931	-1.70128174142156	-2.63794744881937	20.9992189500782	0.000161875629951272	0.0636918344000583
92017	0.316602364630573	6.36156842414695	15.3280450204771	0.000173082004957562	0.0651671233756793
25930	0.402155788973802	5.66368947891487	15.2743618558249	0.000177347800622259	0.0651671233756793
10523	0.383870988678478	5.41662499138272	15.2284317205967	0.000181083243732929	0.0651671233756793
22976	0.224608368188879	4.73386038755043	15.1978779085509	0.000183612852528464	0.0651671233756793
8189	0.372275718158268	6.00452372919077	15.1473548114187	0.000187875725693374	0.0651671233756793
6904	0.299744886410146	5.61029560986807	15.1403684716581	0.000188473151260868	0.0651671233756793
254170	-0.270578716872115	5.65049883269874	15.124295745604	0.000189855009386888	0.0651671233756793
6759	-1.66666814787398	-2.69235589618339	17.8899569012045	0.000191105933653018	0.0651671233756793
9262	-0.364637683074126	9.76463472012159	15.0523348194006	0.000196170739110195	0.065269756829344
693218	-1.65327280723436	-2.57391499053061	15.0234829958759	0.000198763237076547	0.065269756829344
22856	-0.547390617822927	6.91687136518545	15.010917613481	0.000202877826849553	0.065269756829344
168455	-0.70856615263448	5.43218888687712	15.043262350385	0.000204167372291203	0.065269756829344
3726	-0.542878653211002	7.24329231641304	14.8395796307135	0.00021884797710866	0.0688866094098953
1192	-0.430303730577318	8.32022523154523	14.7115777009985	0.000229144977004123	0.0700788479019398
653203	-1.91115667054946	-2.19865335508516	14.7083236316576	0.000229485963315248	0.0700788479019398
348	2.37602997694688	-0.894780382531191	14.5953192127355	0.000241656885318915	0.0717569733569901
91012	0.238363704433151	5.10496945305574	14.5922581113622	0.000241995657948793	0.0717569733569901
340526	0.417430909840494	5.0689381720696	14.5253479122714	0.000249523887783038	0.0729322677720138
440345	0.477350063087468	4.45165142767544	14.3735039904686	0.000267514880562962	0.0764031990173461
49	-1.85083107704223	-2.34277491220218	14.3625151459071	0.000268867562524385	0.0764031990173461
158135	0.465098623923531	2.13109223390909	14.2349844606445	0.000285090537288119	0.0790744116960892
23085	0.226743982661461	6.44578791667465	14.1910989936654	0.000290903189668199	0.0790744116960892
5607	0.321250411267555	4.86135625075412	14.190459287661	0.00029098881462762	0.0790744116960892
388714	2.26419874287529	0.418169814514392	14.2288644980963	0.000293727042468367	0.0790744116960892
3170	-2.00759171983649	-2.06177406764408	14.116151469798	0.000301113477147855	0.0800101524992872
27166	-0.331477895697292	6.06223995644643	14.0490255455252	0.000310571047156862	0.0814651746772999
9498	0.433848576439988	3.56897918110651	13.9675852962085	0.000322456998662441	0.083512280919412
6624	0.636965152264838	2.03481344548865	13.8825589301366	0.000335366508578419	0.0852755252211421
5728	-0.493546413714384	9.94897256769417	13.8676117851367	0.00033769031263648	0.0852755252211421
9021	-1.08974184745094	6.97901807766295	13.8985982985294	0.000347505742654771	0.0852755252211421
347736	0.281249051170201	3.16531389529284	13.7916564924979	0.000349757545948002	0.0852755252211421
55205	0.423593068623849	4.10011454655194	13.7895108948609	0.000350104795629322	0.0852755252211421
6335	-0.738560671019748	3.41195220238667	13.7321518715652	0.000367393292556947	0.0872962973713381
5420	0.300334588716841	3.6908480232302	13.6831196387938	0.000367776042261763	0.0872962973713381
255104	0.374345876736492	4.17559336974283	13.6443170544666	0.000374447231581054	0.0872962973713381
23093	0.199043631951704	4.88624185360515	13.6384429454098	0.000375467945683174	0.0872962973713381
2591	-0.550950803702529	5.68243956154705	13.5120447916271	0.000406022882300369	0.0909809303745919
353333	2.14100134825303	-2.52742982045931	13.8045286005716	0.000407737600138445	0.0909809303745919
60675	-0.863063999488248	8.29312208527025	13.5289192536918	0.000408988664456786	0.0909809303745919
100506888	2.25086399153937	-2.5052307459299	13.7927075984496	0.000409878817118677	0.0909809303745919
6123	-1.35608952401879	0.0298828693254959	13.4302865994399	0.000413549683520872	0.0909809303745919
125875	0.607802702310599	1.65629502354026	13.3841485447853	0.000422515904682704	0.0919646320192354
10904	0.258965014133281	5.59790861302538	13.3539821595198	0.000428486242462769	0.0922824054819817
203562	-1.80342832229997	-2.2683886045434	13.2514570073982	0.000449434548991925	0.095785738253904
80004	0.45151414885347	2.80823893729613	13.2024281836466	0.000459822152738684	0.0969018159048766
390327	2.36202724570093	-2.24756415448532	13.1823662067688	0.000464143595243299	0.0969018159048766
23131	0.244598378271032	6.91819160670678	13.137889137339	0.000473873904628946	0.0979339402899822
2968	-1.62865481902609	-2.5742217970679	14.3923218184308	0.00048269951748705	0.0987603212778503
730051	0.285763924779086	5.23485571979303	13.0396790765729	0.000496110441709474	0.100499204330454
836	-0.345190826830476	5.7379766160253	13.0127003864134	0.000502405046220038	0.100700564456722
9218	-0.410747736311239	7.48122831343722	12.975097927226	0.000511315842016181	0.100700564456722
54512	-0.630309669483733	2.27562646691521	12.9727820878196	0.000511869926857236	0.100700564456722
83637	0.377627300200269	6.05041268268312	12.9460507556609	0.000518310571285652	0.100996517033376
55860	-0.234228284890481	5.58847461768582	12.922923888106	0.000523950071068174	0.101132249566555
23060	0.324953792479134	6.89000505668598	12.8412466783426	0.000544377867904027	0.102124755285104
100132247	0.473239124683244	4.6478325907458	12.8212380028338	0.000549506055029098	0.102124755285104
23524	0.431871147683526	9.67713691216387	12.7935134606866	0.000556694163243991	0.102124755285104
11334	-0.247936057907407	4.3265932052874	12.792486626725	0.000556962241455782	0.102124755285104
8362	-0.602254580965232	2.52580798534706	12.784934328748	0.00055893802903534	0.102124755285104
463	0.504287344705007	5.22837048882841	12.7636978937478	0.000569148966206252	0.102124755285104
388289	0.504287344705007	5.22837048882841	12.7636978937478	0.000569148966206252	0.102124755285104
