GeneID	logFC	FDR
56001	-2.90467465407658	9.94482636517872e-08
6543	-3.39540780755891	6.95709673635258e-06
100422933	-2.12872186947171	0.00189891894874015
100616407	-2.11805197805739	0.00521000887943838
6487	0.60081629775309	0.00521515077594234
23117	0.576004857505638	0.00765457985773495
50831	0.764747372471011	0.00765457985773495
644943	-2.31179921127036	0.0106372259503862
51281	0.473389605006847	0.0178421074208192
2550	0.575531227918106	0.0178421074208192
23150	-0.706166466288501	0.0178421074208192
23331	0.64092764555557	0.0238095537699701
170062	-2.11430970534194	0.0305155619855142
8560	-0.391146513994935	0.0318924501150275
415116	-0.686016709030416	0.0335565679150602
441250	0.416375967497737	0.0335565679150602
729330	-2.07461383200645	0.0335565679150602
728888	0.781454037520035	0.0390810142763999
574490	-1.85209734342808	0.0405893912389496
79096	0.357586622928696	0.0405893912389496
83759	0.377014699189791	0.0448349861601526
5008	-0.990709355762409	0.0448349861601526
8379	0.539518280892776	0.0505454078494419
50486	-1.58099874498206	0.0550672775191679
79813	0.326427268418242	0.0550672775191679
139741	-2.01747688703606	0.055681695128487
23293	0.34066487808249	0.0568784041841623
6366	4.5242191684668	0.0568784041841623
8295	0.327373167158164	0.0568784041841623
213	2.4755741786268	0.0568784041841623
56252	0.38666444582461	0.0568784041841623
7357	-0.86924029840041	0.0590982422682656
100130274	-1.88815858126946	0.0590982422682656
494333	-1.87257563326281	0.0590982422682656
100507608	-1.80652579625766	0.0590982422682656
100287144	-1.79836251510765	0.0603454931418805
340260	-1.84436220613684	0.0603454931418805
64788	0.539410839169213	0.0603454931418805
127687	-0.4533668355352	0.0603454931418805
57348	0.485446893597499	0.0617577314552672
79042	-0.500482661012066	0.0617577314552672
23621	0.451268996574871	0.0617577314552672
5892	0.452636220108683	0.0617577314552672
8530	-0.966979710433333	0.0619143570585452
84640	-0.257182648643458	0.0619143570585452
100287364	-1.55022588183411	0.0619143570585452
574475	-1.74633821018158	0.0627811023274516
9992	2.44284044742228	0.0627811023274516
3073	0.372121430272921	0.0636918344000583
10984	0.279153247113264	0.0636918344000583
6311	0.193003391739232	0.0636918344000583
406931	-1.70128174142156	0.0636918344000583
92017	0.316602364630573	0.0651671233756793
25930	0.402155788973802	0.0651671233756793
10523	0.383870988678478	0.0651671233756793
22976	0.224608368188879	0.0651671233756793
8189	0.372275718158268	0.0651671233756793
6904	0.299744886410146	0.0651671233756793
254170	-0.270578716872115	0.0651671233756793
6759	-1.66666814787398	0.0651671233756793
9262	-0.364637683074126	0.065269756829344
693218	-1.65327280723436	0.065269756829344
22856	-0.547390617822927	0.065269756829344
168455	-0.70856615263448	0.065269756829344
3726	-0.542878653211002	0.0688866094098953
1192	-0.430303730577318	0.0700788479019398
653203	-1.91115667054946	0.0700788479019398
348	2.37602997694688	0.0717569733569901
91012	0.238363704433151	0.0717569733569901
340526	0.417430909840494	0.0729322677720138
440345	0.477350063087468	0.0764031990173461
49	-1.85083107704223	0.0764031990173461
158135	0.465098623923531	0.0790744116960892
23085	0.226743982661461	0.0790744116960892
5607	0.321250411267555	0.0790744116960892
388714	2.26419874287529	0.0790744116960892
3170	-2.00759171983649	0.0800101524992872
27166	-0.331477895697292	0.0814651746772999
9498	0.433848576439988	0.083512280919412
6624	0.636965152264838	0.0852755252211421
5728	-0.493546413714384	0.0852755252211421
9021	-1.08974184745094	0.0852755252211421
347736	0.281249051170201	0.0852755252211421
55205	0.423593068623849	0.0852755252211421
6335	-0.738560671019748	0.0872962973713381
5420	0.300334588716841	0.0872962973713381
255104	0.374345876736492	0.0872962973713381
23093	0.199043631951704	0.0872962973713381
2591	-0.550950803702529	0.0909809303745919
353333	2.14100134825303	0.0909809303745919
60675	-0.863063999488248	0.0909809303745919
100506888	2.25086399153937	0.0909809303745919
6123	-1.35608952401879	0.0909809303745919
125875	0.607802702310599	0.0919646320192354
10904	0.258965014133281	0.0922824054819817
203562	-1.80342832229997	0.095785738253904
80004	0.45151414885347	0.0969018159048766
390327	2.36202724570093	0.0969018159048766
23131	0.244598378271032	0.0979339402899822
2968	-1.62865481902609	0.0987603212778503
730051	0.285763924779086	0.100499204330454
836	-0.345190826830476	0.100700564456722
9218	-0.410747736311239	0.100700564456722
54512	-0.630309669483733	0.100700564456722
83637	0.377627300200269	0.100996517033376
55860	-0.234228284890481	0.101132249566555
23060	0.324953792479134	0.102124755285104
100132247	0.473239124683244	0.102124755285104
23524	0.431871147683526	0.102124755285104
11334	-0.247936057907407	0.102124755285104
8362	-0.602254580965232	0.102124755285104
463	0.504287344705007	0.102124755285104
388289	0.504287344705007	0.102124755285104
5110	-0.359843844332608	0.102124755285104
693132	-1.70823123343904	0.102124755285104
5922	-0.301917712774052	0.102124755285104
91647	0.31782153109329	0.102124755285104
376267	0.351604216356902	0.102124755285104
